Transaction_ID,Timestamp,Sender_Name,Sender_UPI_ID,Sender_Account_Age_Days,Receiver_Name,Receiver_UPI_ID,Amount_INR,Device_ID,Location,Transaction_Type,Status,Is_Fraud,Fraud_Type
de2f676a-0733-4dbd-a259-d778e95eb86b,2024-06-01 04:32:25,Advik Devan,2289789131@oksbi,905,Peter Sarna,1807770198@okybl,1533.44,DEV84588,Lucknow,P2M,SUCCESS,0,none
78084fca-3748-4500-aa86-112dd42520da,2024-06-01 04:33:50,Nathaniel Tara,6037168610@okicici,1161,Chakradev Barad,5489281916@okaxis,226.25,DEV46042,Bengaluru,P2P,SUCCESS,0,none
073b2ab8-ff63-4be6-bc5e-e113d600ccf4,2024-06-01 04:59:51,Sachi Toor,9835879150@ybl,913,Ranveer Yadav,2770791023@okicici,272.56,DEV61465,Mumbai,P2M,SUCCESS,0,none
c0d2dd90-25e2-4d83-99e5-da16d04e09c2,2024-06-01 05:11:08,Lipika Setty,9327720702@ybl,2100,Sanya Wable,2261792922@okhdfcbank,834.58,DEV36090,Bengaluru,P2P,SUCCESS,0,none
f0eb842c-e9c9-4fa0-bb1c-d13237282097,2024-06-01 05:11:16,Ekani Khosla,2469072661@okpaytm,500,Inaya Chaudhari,4033986022@okhdfcbank,3153.9,DEV13769,Hyderabad,P2M,SUCCESS,0,none
c0c1f35c-64cd-4db4-bb71-90c90c595dc5,2024-06-01 05:18:25,Gauri Som,5728897164@okybl,660,Charvi Dara,6963404324@oksbi,2265.37,DEV27884,Chennai,P2M,SUCCESS,0,none
ec143ab4-fc0c-487b-aa7e-abb77eeeb4a5,2024-06-01 05:29:16,Nidra Raj,2850707619@okpaytm,870,Arya Shere,8982597239@okicici,1523.99,DEV46195,Kolkata,P2M,SUCCESS,0,none
8e31a63c-3f2f-47ec-a78b-366c99ee3305,2024-06-01 05:37:05,Jalsa Aggarwal,7487221152@ybl,270,Hitesh Sant,6964188417@okybl,1128.02,DEV48559,Bengaluru,P2P,SUCCESS,0,none
21e4d309-96c2-4974-8f3f-dc78775d4b0e,2024-06-01 05:39:49,Nilima Kurian,4738737735@okicici,579,Om Naik,3654728627@okaxis,4414.94,DEV53857,Chennai,P2P,SUCCESS,0,none
fb1c89af-0d6c-44e3-838b-98189d5b0af3,2024-06-01 05:53:05,Logan Bal,1824216542@oksbi,1497,Dominic Kade,9824750522@ybl,804.29,DEV91123,Delhi,P2P,SUCCESS,0,none
397172d5-95a7-41b0-9cf3-9da283ce8207,2024-06-01 06:13:12,Aadhya Andra,3109688769@okaxis,1866,Gopal Pradhan,8601409432@okpaytm,301.58,DEV19706,Lucknow,P2M,SUCCESS,0,none
7bea7bf6-a0ab-44ff-8f30-33c6d378d4d9,2024-06-01 06:30:51,Rachita Subramanian,8593500258@okaxis,2019,Zayan Behl,9190197115@oksbi,151.19,DEV42858,Delhi,P2M,SUCCESS,0,none
cfea8dbb-14a2-42a3-942e-b0510eb4413e,2024-06-01 06:37:04,Hardik Nayak,2699013395@okpaytm,1856,Samuel Palla,3334799664@okaxis,297.5,DEV35863,Lucknow,P2M,SUCCESS,0,none
f6b249bb-2db8-41e0-9c3f-384c8a99d886,2024-06-01 07:03:51,Ekani Chauhan,3815287619@okpaytm,889,Kai Chad,7072268003@ybl,4588.39,DEV10142,Delhi,P2M,SUCCESS,0,none
c7c462b1-1f8e-4278-a756-78b2e4e5cdd3,2024-06-01 07:13:28,Tarak Venkataraman,1257367403@okybl,842,Urvashi Andra,7443849558@okicici,1496.8,DEV48877,Ahmedabad,P2P,SUCCESS,0,none
810dc159-f747-48e1-89ae-39a07d6bcf1f,2024-06-01 07:31:59,Anya Sama,5897854817@okicici,613,Kamala Biswas,2753617371@okicici,266.73,DEV84233,Bengaluru,P2P,SUCCESS,0,none
1cbad389-9d93-4be4-8080-7e087955fff8,2024-06-01 07:42:11,Irya Dayal,1638773733@okaxis,172,Dalaja Maharaj,3644104389@okaxis,1475.42,DEV62596,Bengaluru,P2M,SUCCESS,0,none
b571647b-d994-45d2-b6d5-a39e22c86647,2024-06-01 07:43:42,Harshil D’Alia,7649263948@okybl,2070,Anvi Anand,7227593033@okpaytm,1045.95,DEV62235,Delhi,P2P,SUCCESS,0,none
18f16c6e-64c7-4d4f-8ca0-bebaca2350c3,2024-06-01 07:56:05,Bhanumati Sur,3128675098@okybl,1320,Falan Jain,2543015709@okpaytm,1187.24,DEV78742,Kolkata,P2P,SUCCESS,0,none
5290431f-8e16-493f-9039-2b96f5f6e10f,2024-06-01 08:01:57,Vrishti Wable,9398575277@oksbi,1093,Dalaja Nath,7760158051@okpaytm,3099.43,DEV11274,Jaipur,P2P,SUCCESS,0,none
a85b8ae8-e08b-44b0-8208-2511127b95aa,2024-06-01 08:08:16,Lakshit Garde,8542452431@okaxis,1134,Xalak Nazareth,8991678061@okpaytm,2467.73,DEV63668,Mumbai,P2P,SUCCESS,0,none
d30e0155-12d5-4a19-8eb8-e3f4a15b41d9,2024-06-01 08:13:31,Jeevika Setty,8479455700@okicici,60,Arya Lalla,7074433463@okybl,4297.06,DEV98000,Delhi,P2M,SUCCESS,0,none
ccab77a7-fd40-43e2-a40e-736343abf92c,2024-06-01 08:27:00,Faraj Varkey,9925889192@oksbi,450,Shivani Merchant,4601312262@oksbi,420.55,DEV98265,Hyderabad,P2M,SUCCESS,0,none
ebcc18aa-3f30-410a-9e1f-73537ebed536,2024-06-01 08:41:20,Charvi Dara,9333490239@okaxis,117,Niharika Sunder,1164313410@oksbi,636.99,DEV71797,Pune,P2M,SUCCESS,0,none
fba70868-bbf1-4e7c-94b4-dc4fd40c76c4,2024-06-01 08:48:35,Yagnesh Shetty,8674224347@okicici,855,Urmi Hayer,9484947955@okicici,3396.47,DEV84000,Bengaluru,P2M,SUCCESS,0,none
47838c5f-809a-44c9-b552-6fe5c0efe25b,2024-06-01 08:50:15,Nirja Rout,3185386258@okaxis,203,Pranit Kala,5055403877@okpaytm,489.02,DEV42053,Mumbai,P2M,SUCCESS,0,none
615b837d-3d37-424b-b5a0-c6e37c1dc965,2024-06-01 08:57:01,Ojas Ranganathan,9624645834@oksbi,987,Hritik Bal,9503787171@ybl,1060.36,DEV17512,Bengaluru,P2P,SUCCESS,0,none
889c32ba-127c-49b8-98ba-e4f185a578c9,2024-06-01 09:04:45,Diya Rattan,8385972235@oksbi,450,Shivani Merchant,4601312262@oksbi,6814.91,DEV76542,Bengaluru,P2M,SUCCESS,0,none
3bea8747-85b2-4381-ba71-711a35cb7668,2024-06-01 09:06:27,Chakradhar Dasgupta,1527259496@ybl,1155,Isha Ghose,4573596487@okicici,1665.07,DEV75419,Kolkata,P2M,SUCCESS,0,none
80ab5b37-1f9e-4cb2-9c85-30a0c6d9c3c6,2024-06-01 09:06:35,Kabir Gopal,9924456994@okybl,230,Ayush Bumb,3170795726@okpaytm,1793.66,DEV75803,Delhi,P2P,FAILED,0,none
1365501c-262c-493b-b6f6-738f9c21bcb5,2024-06-01 09:21:29,Saanvi Nagi,8038508690@okybl,1339,Mekhala Nanda,4009805180@okhdfcbank,1809.07,DEV97500,Kolkata,P2M,SUCCESS,0,none
7620bf45-d626-4455-9d51-8dedcb0a049c,2024-06-01 09:40:53,Vaishnavi Bora,9935429720@okaxis,1040,Anthony Bhattacharyya,2634694666@ybl,1488.33,DEV52247,Kolkata,P2M,SUCCESS,0,none
5502bc06-b621-438e-b011-aaf45549092e,2024-06-01 09:44:54,Oni Chowdhury,1718476143@oksbi,1097,Frederick Mody,7417403386@okicici,271.35,DEV17120,Chennai,P2M,SUCCESS,0,none
a0229d34-83a4-4c00-850d-b20100f1ef12,2024-06-01 09:56:41,Krishna Baria,6583066750@okpaytm,834,Upadhriti Wadhwa,1983297492@okaxis,2009.95,DEV51071,Jaipur,P2P,SUCCESS,0,none
4f11f066-593f-4a58-b58a-d7dde5db6c22,2024-06-01 09:58:58,Ojas Chowdhury,2051194393@okaxis,288,Caleb Kata,2792433036@oksbi,919.55,DEV81643,Hyderabad,P2M,SUCCESS,0,none
7ea7a115-29d3-4acb-8f77-9f1fd19a8341,2024-06-01 10:01:22,Anay Thakkar,3206955437@okhdfcbank,1158,Mohini Sagar,5667503195@okpaytm,1183.72,DEV66165,Mumbai,P2P,SUCCESS,0,none
71a481c4-add2-4244-96b2-181d743ad928,2024-06-01 10:12:15,Baljiwan Walla,3720442203@ybl,1378,Saumya Purohit,7546035453@okhdfcbank,1780.63,DEV26780,Delhi,P2P,SUCCESS,0,none
cfb0bb0b-e72b-418c-8a15-8a547a9db242,2024-06-01 10:17:14,Teerth Sawhney,7844995269@oksbi,2021,Azaan Keer,3688446467@okpaytm,2663.71,DEV79774,Jaipur,P2M,SUCCESS,0,none
b11d7cc0-7425-4182-adf4-87c06b02474c,2024-06-01 10:25:02,Manthan Pau,1124015059@okhdfcbank,1118,Nathan Mukhopadhyay,5830454240@okaxis,569.28,DEV69513,Ahmedabad,P2M,SUCCESS,0,none
a281acbe-c3af-40d0-b016-27df4090a7b3,2024-06-01 10:30:28,Rajeshri Chand,6768427475@ybl,1993,Victor Kannan,1429416213@oksbi,1880.68,DEV78303,Pune,P2M,SUCCESS,0,none
a05a0464-1629-4382-a86d-cd38bf516fcd,2024-06-01 10:32:58,Eesha Bir,3828316958@ybl,1580,Girish Bhatt,4688097893@okhdfcbank,13041.19,DEV91948,Bengaluru,P2M,SUCCESS,1,device_location_mismatch
f5fc3228-fc9a-4c2e-85e7-4356a6daacff,2024-06-01 10:39:54,Kevin Gokhale,5999961449@okhdfcbank,1608,Kala Bera,3162852783@oksbi,419.26,DEV50954,Bengaluru,P2M,SUCCESS,0,none
52904dc6-fb15-410b-881b-f2af286cf839,2024-06-01 10:51:39,Saanvi Nagi,8038508690@okybl,1339,Dominic Kakar,3615507143@okicici,1738.53,DEV97500,Kolkata,P2M,SUCCESS,0,none
8a6554d4-0a8c-47d6-a870-42c29e5748b8,2024-06-01 11:12:51,Pallavi Sridhar,2940217134@okaxis,1199,Dipta Goel,8058679999@okicici,801.66,DEV91360,Ahmedabad,P2M,SUCCESS,0,none
3358d8b4-2a3c-4ffd-abd9-1959cf413c97,2024-06-01 11:50:04,Sai Parsa,7381725407@okybl,1267,Jatin Rajagopalan,9670335754@ybl,1239.59,DEV96431,Lucknow,P2P,SUCCESS,0,none
10ed857c-c667-4f46-9f77-cda2cdb434d8,2024-06-01 12:25:06,Indira Nigam,8318855178@okybl,2122,Dhriti Bhardwaj,5064122912@oksbi,659.18,DEV45041,Lucknow,P2P,SUCCESS,0,none
76ec18b1-597d-4b17-b073-517e4b54cf8a,2024-06-01 13:13:04,Harrison Kashyap,5946387490@okicici,1832,Bimala Loke,6515490818@okpaytm,1431.8,DEV41203,Mumbai,P2M,SUCCESS,0,none
dd602d37-525a-4944-b7ae-5c82a3c88fa9,2024-06-01 13:19:50,Jai Sami,8261722027@okpaytm,1536,Kamala Varma,8965451958@oksbi,2077.84,DEV60648,Lucknow,P2M,SUCCESS,0,none
0206b37e-5160-4523-b400-23fb8ec6f1d0,2024-06-01 13:39:47,Arya Shere,8982597239@okicici,1447,Aditya Anand,5808858383@ybl,921.16,DEV70332,Pune,P2P,SUCCESS,0,none
378a8daf-8d18-4eaf-85e3-1ef9e8be2e66,2024-06-01 13:54:58,Arya Shere,8982597239@okicici,1447,Girindra Shere,6983175999@okybl,1334.53,DEV70332,Pune,P2M,SUCCESS,0,none
7f96ddf0-7d91-4ce8-b921-9d30cf0404b8,2024-06-01 14:10:17,Nakul Tata,3474471345@okpaytm,1884,Jalsa Pillay,5569295400@okpaytm,719.64,DEV47737,Delhi,P2M,SUCCESS,0,none
df5ea1af-5084-4a05-a7ef-b8679c02a2dc,2024-06-01 14:29:55,Ria Sagar,4661383114@okaxis,1261,Oliver Majumdar,6625364235@ybl,1935.7,DEV99922,Bengaluru,P2M,SUCCESS,0,none
57a5923b-48fd-4592-bba8-4deaa10791be,2024-06-01 14:31:59,Keya Kumar,6596774914@oksbi,839,Ekavir Bhargava,6344160868@okybl,1505.68,DEV93309,Ahmedabad,P2M,SUCCESS,0,none
e105ae3a-6f86-470a-ac48-eb726c8d6ea5,2024-06-01 14:55:36,Baljiwan Bhandari,1182758417@okicici,1125,Ethan Bera,7193532615@okybl,1357.55,DEV72324,Lucknow,P2M,SUCCESS,1,velocity_burst
df79c05a-8c51-4e54-a3f2-1581ee0c7a90,2024-06-01 14:57:32,Bhanumati Krishnan,7146010221@oksbi,1686,Gabriel Shan,1731517326@okybl,1563.46,DEV77166,Jaipur,P2P,SUCCESS,0,none
ab8ece08-47cd-40b9-95e0-1e6cfb59d6ca,2024-06-01 14:59:22,Baljiwan Bhandari,1182758417@okicici,1125,Libni Bawa,8781527616@okaxis,4634.62,DEV72324,Lucknow,P2M,SUCCESS,1,velocity_burst
4a876ca5-ab18-4c25-8ae7-b4f493f4379e,2024-06-01 15:07:28,Baljiwan Bhandari,1182758417@okicici,1125,Waida Dey,8968734873@okicici,6278.92,DEV72324,Lucknow,P2M,SUCCESS,1,velocity_burst
5ff4fbb1-42bd-4cdf-8031-1e143208162d,2024-06-01 15:07:50,Baljiwan Bhandari,1182758417@okicici,1125,Joshua Menon,8411774059@okicici,5964.92,DEV72324,Lucknow,P2M,SUCCESS,1,velocity_burst
1d3adc17-1781-40a6-b5e2-fad4d6aaf030,2024-06-01 15:10:37,Sachi Mane,6195400294@ybl,1690,Gagan Sami,1402418010@okicici,1912.61,DEV19064,Hyderabad,P2M,SUCCESS,0,none
34658c27-5eaa-4c94-80a3-9f7d30339ccc,2024-06-01 15:12:04,Irya Ray,8612747444@ybl,183,Matthew Chatterjee,3965663196@okicici,2581.58,DEV25866,Lucknow,P2P,SUCCESS,0,none
cf1ee667-77ae-44aa-9ae4-5a158c2327c1,2024-06-01 15:18:00,Baljiwan Bhandari,1182758417@okicici,1125,Omaja Rege,1684598046@okhdfcbank,5647.35,DEV72324,Lucknow,P2M,FAILED,1,velocity_burst
ba241e73-f161-4f28-8345-b6cf22f52104,2024-06-01 15:26:52,Watika Johal,9256181725@okybl,179,Qadim Prakash,7366396017@oksbi,270.03,DEV72781,Delhi,P2M,SUCCESS,0,none
ac11d318-4a4d-4df6-8b29-962336611a8d,2024-06-01 15:45:29,Tara Balasubramanian,1590416424@oksbi,1963,Meera Prakash,3584122005@okaxis,1380.93,DEV17696,Bengaluru,P2M,SUCCESS,0,none
29f1cd43-9d5d-4991-ae41-50f2f29db6e2,2024-06-01 15:51:23,Baljiwan Bhandari,1182758417@okicici,1125,Vanya Dua,7032706313@okpaytm,7819.61,DEV72324,Lucknow,P2M,SUCCESS,1,velocity_burst
f40b7b63-9e28-4fc9-95c7-e191cf67a863,2024-06-01 15:56:18,Ekaja Jani,8546898960@okaxis,1860,Tanveer Shankar,6990669614@okpaytm,1797.88,DEV26150,Lucknow,P2P,SUCCESS,0,none
b6b260de-e982-4a4b-ae36-9c8afb0281b0,2024-06-01 16:02:21,Ayush Banerjee,9718859146@okaxis,1818,Aryan Batra,9343730920@oksbi,878.08,DEV48086,Bengaluru,P2M,SUCCESS,0,none
9c506627-d681-4c4f-8f98-ed8d4b4ca269,2024-06-01 16:02:57,Yamini Seshadri,5073211715@ybl,1280,Orinder Pandya,7243759249@okhdfcbank,4019.57,DEV81057,Kolkata,P2M,SUCCESS,0,none
998ccef6-fc97-4cde-9204-9a2e05abbb08,2024-06-01 16:04:33,Maya Mistry,4130305126@okpaytm,147,Tejas Chowdhury,5250278695@okicici,14168.41,DEV57113,Pune,P2M,FAILED,1,device_location_mismatch
578516c8-94ee-414a-aa0f-b3992bc290d5,2024-06-01 16:24:43,Zilmil Mander,4418680334@okicici,112,Oliver Nazareth,3910117187@oksbi,1918.19,DEV63744,Mumbai,P2P,SUCCESS,0,none
7f0a7af3-6773-4c4b-904a-90721eb534de,2024-06-01 16:34:47,Falak Divan,7605097681@okpaytm,1601,Faqid Dhaliwal,8561998560@oksbi,1263.68,DEV83098,Mumbai,P2M,SUCCESS,0,none
98a0a285-a74d-4aa9-bbd8-ed70106317cc,2024-06-01 16:39:11,Radhika Dugar,1405126228@okpaytm,1749,Vamakshi Barad,5291794286@okybl,9064.32,DEV56438,Kolkata,P2M,SUCCESS,0,none
769d402b-b5bf-4f88-b2ca-80db0ca74602,2024-06-01 16:46:43,Chakrika Dyal,8324857808@okhdfcbank,617,Upma Bera,6958538302@okicici,947.65,DEV85199,Hyderabad,P2P,SUCCESS,0,none
9f834961-7d60-45e2-b01b-bf72436a7684,2024-06-01 16:52:04,Victor Mutti,3402402094@okicici,231,Devansh Lall,6896899328@okpaytm,676.05,DEV81019,Lucknow,P2P,SUCCESS,0,none
533abb2a-90df-42e9-9baf-ba4bc89cb82e,2024-06-01 17:08:40,Liam Koshy,9957813353@okhdfcbank,530,Chandresh Manda,6837342064@oksbi,1404.94,DEV74223,Delhi,P2M,SUCCESS,0,none
03ce5d6f-a2b7-4b91-85a9-93ca2b873004,2024-06-01 17:20:54,Dhriti Sandhu,9150660834@okpaytm,367,Indrajit Mani,2311597141@okicici,1324.69,DEV28293,Kolkata,P2M,SUCCESS,0,none
b1a71a0a-73a8-40a4-acbd-2dc2a24173c2,2024-06-01 17:22:21,Upadhriti Bhat,2426129087@okpaytm,1989,Vidhi Mital,2949597857@okhdfcbank,4873.55,DEV97342,Chennai,P2P,SUCCESS,0,none
d4c8a5d0-101f-4dd1-8b13-aef82a86dfa0,2024-06-01 17:36:26,Kashish Suresh,1872395778@oksbi,797,Aradhana Nair,6513585010@okpaytm,4693.17,DEV60353,Mumbai,P2P,SUCCESS,0,none
ccfe6731-c3e9-43e5-be49-eb7ffcaa44ff,2024-06-01 18:14:13,Tamanna Jhaveri,7873001834@okaxis,923,Janya Bora,1661759010@okybl,824.51,DEV44483,Delhi,P2M,SUCCESS,0,none
3016f2f6-7b7f-44e0-8e50-5ad132f77ff0,2024-06-01 18:17:36,Oeshi Bera,5583478908@okaxis,1420,Warjas Nadkarni,9229857657@ybl,4615.38,DEV80441,Delhi,P2M,SUCCESS,0,none
6ce18077-a038-471f-bdcf-c3e93ca9e593,2024-06-01 18:32:56,Parth Singhal,3567900251@ybl,1365,Dalaja Gara,4500620658@okybl,3281.72,DEV18639,Chennai,P2P,SUCCESS,0,none
d1eefd06-fb04-40d6-b3d5-739ce1bdfc4a,2024-06-01 18:34:40,Ayush Banerjee,9718859146@okaxis,1818,Turvi Sachdev,9483102271@okybl,1799.19,DEV48086,Bengaluru,P2P,SUCCESS,0,none
2dc2282a-4980-4cc1-a62a-edef646c3307,2024-06-01 18:35:08,Yachana Mahajan,6572436051@okaxis,1815,Pavani Narayanan,7242730249@okhdfcbank,829.29,DEV30719,Mumbai,P2M,SUCCESS,0,none
06fbd3d6-800b-46ff-9856-a60ad5846fc0,2024-06-01 19:05:07,Anita Swamy,3771778007@okybl,2070,Oni Morar,9771852156@okhdfcbank,1619.96,DEV48603,Delhi,P2P,SUCCESS,0,none
b179469a-d966-49f7-9fdc-e0fbe8cba2d0,2024-06-01 19:26:17,Aishani Bumb,8044354825@okybl,100,Anusha Chander,2685438702@oksbi,876.54,DEV63088,Delhi,P2P,SUCCESS,0,none
5e892847-751f-435d-b536-44fa16fd1cc2,2024-06-01 19:29:47,Devika Naidu,3098578259@okicici,1595,Urvashi Kulkarni,4147025728@okpaytm,2167.15,DEV19108,Pune,P2P,SUCCESS,0,none
a5da934e-1f0f-4b4d-ae1a-a7dbba9a4246,2024-06-01 19:33:31,Nitara Guha,7962682393@okhdfcbank,1786,Zinal Tank,5922930745@okaxis,2203.09,DEV98037,Ahmedabad,P2P,SUCCESS,0,none
20e7c33c-f0ef-4a72-adb2-5867acb62ebc,2024-06-01 19:49:37,Hredhaan Dugal,4856070374@okhdfcbank,1800,Elijah Bhasin,4308571144@okhdfcbank,502.37,DEV45774,Pune,P2P,SUCCESS,0,none
c36b48b1-bdd3-4e19-ab4f-85ad6d7cb98a,2024-06-01 19:53:37,Sai Goda,4191739394@okhdfcbank,911,Tara Tank,4684249425@okybl,1999.14,DEV17339,Lucknow,P2P,SUCCESS,0,none
ecede2e8-777f-4cb3-805c-601d7b7cc954,2024-06-01 20:00:35,Janya Bora,1661759010@okybl,1286,Noah Ben,5271497065@okicici,817.95,DEV78632,Ahmedabad,P2P,SUCCESS,0,none
d8b2227e-fa27-44fc-9af2-fc46a24245a6,2024-06-01 20:11:58,Abha Raghavan,8034746821@okhdfcbank,53,Isaac Patil,4645120421@okicici,2573.93,DEV97404,Hyderabad,P2M,SUCCESS,0,none
43ba5168-0e2e-4ef4-82fc-79f51e183e08,2024-06-01 20:35:09,Tanish Mangal,7470843264@okpaytm,1749,Benjamin Nagar,1381708520@okpaytm,1026.66,DEV64451,Jaipur,P2M,SUCCESS,0,none
6f1b4633-dacb-422e-a4c5-1b5b1eb3bbda,2024-06-01 20:49:52,Ekantika Mander,8768773991@okhdfcbank,762,Isaiah Sachdev,9336493067@okpaytm,450.49,DEV18973,Pune,P2M,SUCCESS,0,none
a5d64497-8879-45a1-8ba2-0431a3bd4b02,2024-06-01 21:05:58,Ishaan Chatterjee,6272305209@okaxis,1923,Meghana Chaudhuri,8625857078@okicici,1326.87,DEV26202,Chennai,P2P,SUCCESS,0,none
4bbc9af9-ab83-4806-9b6e-485651106443,2024-06-01 21:19:30,Chakradev Barad,5489281916@okaxis,812,Oscar Hans,5006748052@okpaytm,12678.64,DEV83638,Lucknow,P2P,SUCCESS,0,none
81d93ed7-1ac7-46d4-a2f8-47931a7f5186,2024-06-01 22:22:31,Hiral Sathe,3377702111@ybl,1729,Laksh Sahota,1692583718@okaxis,1070.55,DEV78495,Kolkata,P2P,SUCCESS,0,none
cccd4e2c-824a-472f-a99c-9c39d0a6032f,2024-06-01 22:23:29,Nihal Hans,1000367517@okybl,1216,Ganga Sandhu,9576264323@ybl,1518.82,DEV78084,Mumbai,P2M,SUCCESS,0,none
e94cc7c9-e996-4f5c-81f0-67ddf8eea81f,2024-06-01 23:08:36,Vrinda Lanka,9898081286@okaxis,1803,Jagvi Desai,1228587581@okicici,1272.14,DEV73792,Bengaluru,P2M,SUCCESS,0,none
46c37912-3254-4593-bd3e-cecd3601a6af,2024-06-01 23:27:34,Nachiket Chad,4910752537@okhdfcbank,928,Yug Ramaswamy,6786043791@oksbi,2705.99,DEV10484,Pune,P2M,SUCCESS,0,none
7693561a-1707-4fc4-9dc6-4678dad91410,2024-06-01 23:29:24,Nimrat Nagy,5248970908@okybl,273,Krisha Saini,1509525588@oksbi,627.89,DEV99123,Pune,P2P,SUCCESS,0,none
